"id","term","category","weight"
"622","chile","LABEL","0.00000691180479506"
"623","swimming","LABEL","-0.0000249932357725"
"624","juliet","LABEL","-0.00000669959410058"
"625","brightened","LABEL","-0.000000792265423454"
"626","#weather","LABEL","-0.000000798451826779"
"627","exit","LABEL","-0.00000149862074738"
"628","mississippi","LABEL","-0.000000323242809637"
"629","starting","LABEL","0.0000216864092971"
"630","lo","LABEL","-0.0000216875336561"
"631","rooney","LABEL","0.000000884916514601"
"632","winters","LABEL","-0.00000474478849155"
"633","fakeness","LABEL","0.000000957759700626"
"634","anyway","LABEL","0.0000187116450949"
"635","color","LABEL","-0.0000113557535168"
"636","mase","LABEL","0.000000234123174036"
"637","dobby","LABEL","-0.00000253251209474"
"638","tommorow","LABEL","-0.000000519930115409"
"639","husky","LABEL","-0.0000080344956054"
"640","man's","LABEL","-0.00000175161417556"
"641","=p","LABEL","0.00000294891205974"
"642","mayans","LABEL","0.000000798128548138"
"643","domination","LABEL","0.000000980886305321"
"644","dominoes","LABEL","0.000000248839535087"
"645","cramming","LABEL","-0.00000209667801299"
"646","clarifying","LABEL","-0.00000061731135083"
"647","stub","LABEL","-0.00000234327111092"
"648","orleans","LABEL","0.00000196700374503"
"649","eps","LABEL","-0.00000421316619591"
"650","2nite","LABEL","-0.00000869135865281"
"651","zimmerman","LABEL","0.00000266986826014"
"652","figure","LABEL","0.0000234153020628"
"653","nifty","LABEL","0.000000182831269184"
"654","unfair","LABEL","-0.00000278333024631"
"655","gracious","LABEL","0.000000721168326568"
"656","express","LABEL","-0.00000758285055186"
"657","keurig","LABEL","0.000000120691255099"
"658","biscuit","LABEL","-0.00000512035602871"
"659","onions","LABEL","0.00000292204137205"
"660","gate","LABEL","-0.00000591098164339"
"661","golly","LABEL","-0.00000216600485967"
"662","mama's","LABEL","-0.000000154924422585"
"663","#memories","LABEL","0.00000195021944535"
"664","lyrically","LABEL","0.00000260153288557"
"665","#puppy","LABEL","-0.000000674514950602"
"666","cdfu","LABEL","-0.0000409227374482"
"667","2.0","LABEL","-0.00000948994847862"
"668","kel","LABEL","-0.00000546999109707"
"669","potter","LABEL","-0.0000363693196514"
"670","18","LABEL","-0.0000224395096877"
"671","poolside","LABEL","-0.000000158025384316"
"672","smartass","LABEL","0.000000740052108625"
"673","oven","LABEL","-0.00000626442096727"
"674","yayy","LABEL","-0.00000232747710901"
"675","exits","LABEL","-0.000000256654535265"
"676","usa","LABEL","-0.0000540727748657"
"677","debut","LABEL","-0.00000464807477665"
"678","scenarios","LABEL","-0.000000439188705498"
"679","birthdayyyy","LABEL","-0.00000308236175895"
"680","peasant","LABEL","0.00000114518388976"
"681","dosent","LABEL","-0.00000234634683883"
"682","reporters","LABEL","-0.00000265205048897"
"683","ling","LABEL","0.00000126520719047"
"684","vein","LABEL","0.00000185983064248"
"685","thugs","LABEL","0.00000246830978584"
"686","recipes","LABEL","-0.0000488356493557"
"687","brushing","LABEL","0.000000754732982927"
"688","ayyye","LABEL","0.00000147078798059"
"689","nasa","LABEL","-0.00000385755432051"
"690","remain","LABEL","0.0000247956483233"
"691","2k13","LABEL","-0.0000012741422422"
"692","pulled","LABEL","-0.00000806223287136"
"693","arent","LABEL","-0.0000185257633054"
"694","saw","LABEL","-0.000283659297816"
"695","managed","LABEL","-0.00000204712596599"
"696","tucked","LABEL","0.00000139441997741"
"697","starving","LABEL","0.000000552100978952"
"698","russ","LABEL","-0.0000144785456742"
"699","wahlberg","LABEL","-0.00000598339593542"
"700","capable","LABEL","0.0000149891488768"
"701","secretly","LABEL","0.00000592454976041"
"702","coastal","LABEL","0.00000391802808846"
"703","das","LABEL","0.000000954227603079"
"704","zay","LABEL","0.0000122636055944"
"705","situations","LABEL","0.00001316303354"
"706","details","LABEL","-0.0000136100634754"
"707","reall","LABEL","0.0000014748432072"
"708","lieing","LABEL","0.00000403313489022"
"709","heyyyyy","LABEL","0.0000000436011823387"
"710","vip","LABEL","-0.0000285073262016"
"711","anywhere","LABEL","0.0000224952193664"
"712","bullpen","LABEL","-0.00000270670827351"
"713","carnegie","LABEL","-0.000000328507397395"
"714","360","LABEL","0.00000747859504485"
"715","southpaw","LABEL","-0.00000154854003548"
"716","regina","LABEL","-0.00000367098435049"
"717","congratulations","LABEL","-0.0000421225860804"
"718","views","LABEL","-0.00000720752579434"
"719","limo","LABEL","-0.000000515234003374"
"720","moe","LABEL","0.00000195838308626"
"721","mike's","LABEL","0.000001342104401"
"722","#warm","LABEL","0.00000111040838324"
"723","canceled","LABEL","-0.0000146771398745"
"724","applebee's","LABEL","-0.00000250110836492"
"725","magic","LABEL","-0.0000378800774876"
"726","valerie","LABEL","0.00000236848081924"
"727","tha","LABEL","0.000207448315122"
"728","unknowingly","LABEL","-0.000000180214537953"
"729","#valentinesday","LABEL","-0.000000788170163959"
"730","babysit","LABEL","0.00000254558666243"
"731","suitable","LABEL","-0.000000970705343275"
"732","justin's","LABEL","-0.0000012202775429"
"733","crib","LABEL","0.0000820802794032"
"734","hmmmmm","LABEL","-0.000000351908700687"
"735","#weirdos","LABEL","0.00000084933126445"
"736","ideas","LABEL","-0.0000588325339102"
"737","fail","LABEL","-0.0000247423923827"
"738","alzheimer's","LABEL","-0.0000000574045134271"
"739","found","LABEL","-0.0000560863992291"
"740","driver's","LABEL","-0.0000011322287279"
"741","consume","LABEL","0.00000115366309167"
"742","40","LABEL","-0.0000263474461792"
"743","craig","LABEL","-0.0000101556122057"
"744","whaaaat","LABEL","-0.000000879000390745"
"745","gross","LABEL","-0.0000206411631637"
"746","curving","LABEL","0.00000597389173127"
"747","#nbafinals","LABEL","-0.000000468299071974"
"748","genocide","LABEL","0.00000123548537019"
"749","dec","LABEL","-0.00000804204409909"
"750","blueberry","LABEL","0.0000000270847990948"
"751","wouldn't","LABEL","0.0000135201125925"
"752","10th","LABEL","-0.0000194050735504"
"753","adidas","LABEL","-0.00000676442553548"
"754","isnt","LABEL","-0.00000495842032373"
"755","ittt","LABEL","0.00000815292903053"
"756","interstate","LABEL","-0.000000150216643983"
"757","verses","LABEL","0.00000179599786792"
"758","whiplash","LABEL","-0.000000852278708297"
"759","grandkids","LABEL","0.00000201594724124"
"760","douchey","LABEL","0.000000484176015828"
"761","miller's","LABEL","-0.000000905587167061"
"762","pussies","LABEL","0.00000388766431603"
"763","#ahsfreakshow","LABEL","-0.00000859217221125"
"764","router","LABEL","-0.000000894952505786"
"765","against","LABEL","-0.0000209058906129"
"766","guy","LABEL","-0.0000370529642372"
"767","deuce","LABEL","0.00000251740412825"
"768","meeeee","LABEL","0.000000979323692037"
"769","watts","LABEL","-0.00000056738541095"
"770","astonishing","LABEL","-0.000000570069615657"
"771","#motivation","LABEL","-0.0000012791299768"
"772","sisters","LABEL","0.00000230017052619"
"773","idont","LABEL","-0.00000108888328298"
"774","goto","LABEL","0.0000013614665498"
"775","pumps","LABEL","0.000000768407689509"
"776","shutout","LABEL","-0.00000218466594789"
"777","what","LABEL","-0.000173981320296"
"778","justice","LABEL","-0.0000120610731329"
"779","45","LABEL","-0.0000135045287174"
"780","promises","LABEL","0.0000101288553788"
"781","cob","LABEL","-0.00000175152709966"
"782","sweep","LABEL","-0.00000199638828511"
"783","katrina","LABEL","-0.00000206971779765"
"784","#childhood","LABEL","0.000000320848864782"
"785","shiver","LABEL","0.00000128775725169"
"786","director","LABEL","-0.00000606835455214"
"787","stitch","LABEL","0.000000335052600665"
"788","weeknd","LABEL","-0.0000184831022743"
"789","boondocks","LABEL","0.00000387982700124"
"790","ima","LABEL","0.000604992691943"
"791","singular","LABEL","-0.00000327269827088"
"792","similarities","LABEL","0.000000271239380383"
"793","swine","LABEL","-0.00000123951925969"
"794","ashanti","LABEL","-0.000000877112996052"
"795","depends","LABEL","0.00000699622041516"
"796","412","LABEL","0.000000913987283595"
"797","#genius","LABEL","0.00000197253288391"
"798","exchanged","LABEL","0.000000716470372182"
"799","logo","LABEL","-0.0000125141450279"
"800","seemed","LABEL","0.0000028573958246"
"801","espn","LABEL","-0.0000235651305693"
"802","cain","LABEL","0.00000130406245848"
"803","40's","LABEL","-0.00000326253107644"
"804","tainted","LABEL","0.000000407566565345"
"805","invested","LABEL","0.00000393596419771"
"806","dafuq","LABEL","-0.000000118231018258"
"807","roughly","LABEL","-0.00000258297465653"
"808","sarah","LABEL","-0.0000211424247756"
"809","noah's","LABEL","-0.00000112090843224"
"810","pam","LABEL","-0.00000256065055548"
"811","mor","LABEL","-0.00000895107830458"
"812","angle","LABEL","-0.00000602320556094"
"813","classmates","LABEL","-0.000000440062521227"
"814","oliver","LABEL","0.00000514567377624"
"815","dwayne","LABEL","0.00000112654926441"
"816","metabolism","LABEL","0.00000240388555623"
"817","publish","LABEL","0.000000234941959724"
"818","buckle","LABEL","-0.00000232733558541"
"819","react","LABEL","0.000000522670000414"
"820","motown","LABEL","-0.00000169633384072"
"821","runny","LABEL","-0.00000170601495957"
"822","dump","LABEL","-0.000000968308560305"
"823","rainbows","LABEL","-0.00000218024768243"
"824","retarded","LABEL","0.0000146381328884"
"825","chicka","LABEL","0.000000843779411614"
"826","secondhand","LABEL","0.00000416476901978"
"827","sprint","LABEL","0.00000241649243297"
"828","otp","LABEL","0.0000260660462816"
"829","twitter","LABEL","0.0000178978969052"
"830","#soa","LABEL","0.000000700825263547"
"831","clippers","LABEL","-0.00000390661235787"
"832","twitcon","LABEL","0.00000473322494789"
"833","echo","LABEL","0.000000813756959977"
"834","uhmm","LABEL","0.00000254160696725"
"835","#bejealous","LABEL","0.000000349897298095"
"836","blown","LABEL","-0.00000387545599055"
"837","#getalife","LABEL","-0.0000014408758115"
"838","seagull","LABEL","-0.0000000486485639194"
"839","motions","LABEL","0.000000270330703084"
"840","bmore","LABEL","-0.0000000953122113962"
"841","whoooo","LABEL","-0.00000118195587165"
"842","jigga","LABEL","0.000000340986606208"
"843","cared","LABEL","0.00003298206791"
"844","cooling","LABEL","0.00000624524078126"
"845","fetal","LABEL","0.00000146815695789"
"846","nighters","LABEL","-0.000000129877649362"
"847","cafeteria","LABEL","-0.00000234461310015"
"848","quit","LABEL","0.0000303333318681"
"849","tongue","LABEL","0.0000498201597776"
"850","bring","LABEL","-0.0000525805526668"
"851","relieves","LABEL","-0.00000140231961154"
"852","appreciative","LABEL","0.0000010727450017"
"853","priority","LABEL","0.0000113865630613"
"854","disgustingly","LABEL","-0.000000280400764862"
"855","idiots","LABEL","0.000000172025265571"
"856","egypt","LABEL","-0.00000228007699648"
"857","26th","LABEL","-0.00000278867783276"
"858","#boss","LABEL","0.000000894684390529"
"859","marshall","LABEL","-0.0000110202030429"
"860","kettle","LABEL","-0.00000482574709025"
"861","veggie","LABEL","-0.00000610054372945"
"862","inches","LABEL","-0.0000104229112167"
"863","hooked","LABEL","-0.00000561105327937"
"864","loop","LABEL","-0.00000923042128112"
"865","fetty","LABEL","-0.0000251754798792"
"866","looks","LABEL","-0.000174344482571"
"867","striking","LABEL","-0.00000251290470662"
"868","studios","LABEL","-0.00000255075223736"
"869","waaaaay","LABEL","-0.00000509238967304"
"870","solving","LABEL","0.000000559420504613"
"871","photographers","LABEL","0.00000112259638501"
"872","wales","LABEL","-0.0000031700230898"
"873","tons","LABEL","-0.00000358906685202"
"874","toilet","LABEL","-0.00000928996463502"
"875","wrestlemania","LABEL","-0.00000150665097137"
"876","fbi","LABEL","0.000000203196256373"
"877","ignoring","LABEL","0.0000110279132514"
"878","nemo","LABEL","-0.000000362790289223"
"879","sided","LABEL","-0.00000101210652387"
"880","hr","LABEL","-0.00000368086420068"
"881","airs","LABEL","-0.00000385112554042"
"882","porter","LABEL","-0.00000655411518713"
"883","tmz","LABEL","-0.00000169013763038"
"884","keith","LABEL","-0.0000170295138637"
"885","craved","LABEL","0.00000172655738364"
"886","neglecting","LABEL","0.00000384508041931"
"887","fascinating","LABEL","-0.000000192445808951"
"888","#buccos","LABEL","-0.00000132629647235"
"889","invading","LABEL","-0.000000509433676699"
"890","prayed","LABEL","0.00000182321928451"
"891","studying","LABEL","-0.0000494802046321"
"892","slave","LABEL","-0.00000270364913217"
"893","there'd","LABEL","0.000000407921504729"
"894","#sleepdeprived","LABEL","0.0000004365668768"
"895","dame","LABEL","-0.00000790552241759"
"896","#forreal","LABEL","-0.000000972872997484"
"897","homer","LABEL","-0.00000210212283618"
"898","approved","LABEL","-0.00000053156569759"
"899","weights","LABEL","0.000000934500663414"
"900","purely","LABEL","0.0000000376375885606"
"901","souvenir","LABEL","-0.00000207158076778"
"902","ignored","LABEL","0.0000200472721704"
"903","reached","LABEL","-0.00000166379312088"
"904","tavern","LABEL","-0.00000248792395836"
"905","consciously","LABEL","0.000000741449789012"
"906","awesome","LABEL","-0.000299682082802"
"907","cult","LABEL","-0.00000221879448834"
"908","13","LABEL","-0.0000731785451261"
"909","packers","LABEL","0.00000163581923252"
"910","swimmin","LABEL","0.00000377686241325"
"911","busier","LABEL","-0.000000851367464554"
"912","steal","LABEL","-0.0000108388810097"
"913","grid","LABEL","-0.00000186705594186"
"914","markers","LABEL","-0.00000269910290202"
"915","promoting","LABEL","-0.000000684248556631"
"916","ppl's","LABEL","0.00000156955431536"
"917","pipes","LABEL","0.000000815870802404"
"918","lobster","LABEL","-0.00000636210382198"
"919","apparently","LABEL","-0.0000417275396898"
"920","slowing","LABEL","0.00000293227295297"
"921","edition","LABEL","-0.0000346467938709"
"922","bryce","LABEL","-0.00000100509902509"
"923","boooo","LABEL","-0.0000028773549689"
"924","#instagram","LABEL","0.00000279254874594"
"925","annie","LABEL","-0.0000103865033558"
"926","curses","LABEL","-0.000000750676714422"
"927","netherlands","LABEL","-0.0000104962607585"
"928","lived","LABEL","0.00000946187613677"
"929","keek","LABEL","-0.00000449162030255"
"930","costs","LABEL","-0.0000012169810002"
"931","#prayforme","LABEL","-0.000000871314367293"
"932","fitz","LABEL","-0.0000110536916816"
"933","nas","LABEL","-0.000005689757575"
"934","torn","LABEL","0.00000247040481214"
"935","actresses","LABEL","-0.00000284048864109"
"936","#winner","LABEL","-0.00000084369444206"
"937","bxtches","LABEL","-0.0000229631792649"
"938","pimple","LABEL","-0.00000215162417048"
"939","ashamed","LABEL","0.00000563815338282"
"940","tightly","LABEL","0.00000310152539515"
"941","fabulous","LABEL","-0.0000182098112158"
"942","funnest","LABEL","0.000000329280216524"
"943","knowwww","LABEL","0.00000172557912804"
"944","beanie","LABEL","-0.00000152144675889"
"945","kit","LABEL","-0.00000524142086865"
"946","stuart","LABEL","-0.00000251983125348"
"947","trolling","LABEL","0.000000138455776353"
"948","memo","LABEL","-0.00000460688036052"
"949","jonah","LABEL","-0.00000545558397221"
"950","l's","LABEL","0.00000117706708674"
"951","individual","LABEL","-0.000000670194004246"
"952","dildo","LABEL","0.00000250147098096"
"953","bushes","LABEL","0.00000119805835295"
"954","cookout","LABEL","0.00000720129978275"
"955","patiently","LABEL","-0.00000628322231136"
"956","80s","LABEL","-0.00000164770192744"
"957","poisonous","LABEL","-0.000000176753130059"
"958","feedback","LABEL","-0.00000258283009751"
"959","traveler","LABEL","-0.00000012195906399"
"960","pleasures","LABEL","-0.00000056798236273"
"961","defeats","LABEL","-0.000000126601438169"
"962","leafs","LABEL","-0.00000905448018688"
"963","sandusky","LABEL","-0.00000135058765206"
"964","described","LABEL","0.00000054483081646"
"965","giggle","LABEL","0.00000278210082161"
"966","smelt","LABEL","0.00000104676164366"
"967","goods","LABEL","-0.00000406680836261"
"968","fluffy","LABEL","0.0000108037031115"
"969","khloe","LABEL","-0.00000788222347047"
"970","#starwars","LABEL","-0.00000313827561466"
"971","[","LABEL","-0.000127326296727"
"972","brotha","LABEL","-0.00000104634175088"
"973","theology","LABEL","-0.00000258259508984"
"974","pup","LABEL","-0.0000143627603691"
"975","mcdonalds","LABEL","0.00000747115677844"
"976","immune","LABEL","-0.00000155809978445"
"977","stan","LABEL","-0.00000508243358313"
"978","bunk","LABEL","-0.00000363768529952"
"979","frankly","LABEL","0.00000182089032598"
"980","#failure","LABEL","0.000000175639039342"
